Name,Lev,Tm,VH,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS
Maikel Franco,MLB-NL,Philadelphia,0,Chicago,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Adam Frazier,MLB-NL,Pittsburgh,1,Milwaukee,1,5,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Todd Frazier,MLB-AL,Chicago,1,Philadelphia,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie Freeman,MLB-NL,Atlanta,1,New York,1,5,4,0,1,1,0,0,0,1,0,3,0,0,0,0,1,0
David Freese,MLB-NL,Pittsburgh,1,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Freddy Galvis,MLB-NL,Philadelphia,0,Chicago,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ben Gamel,MLB-AL,Seattle,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adonis Garcia,MLB-NL,Atlanta,1,New York,1,5,5,2,3,1,0,1,3,0,0,1,0,0,0,1,0,0
Leury Garcia,MLB-AL,Chicago,1,Philadelphia,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Brett Gardner,MLB-AL,New York,1,Tampa Bay,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Matt Garza,MLB-NL,Milwaukee,0,Pittsburgh,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Evan Gattis,MLB-AL,Houston,1,Oakland,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Scooter Gennett,MLB-NL,Milwaukee,0,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Goins,MLB-AL,Toronto,1,Seattle,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paul Goldschmidt,MLB-NL,Arizona,1,San Diego,1,4,4,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0
Carlos Gomez,MLB-AL,Texas,0,Los Angeles,1,5,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Gonzalez,MLB-NL,Los Angeles,0,San Francisco,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Carlos Gonzalez,MLB-NL,Colorado,0,St. Louis,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Marwin Gonzalez,MLB-AL,Houston,1,Oakland,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Brian Goodwin,MLB-NL,Washington,1,Miami,1,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Alex Gordon,MLB-AL,Kansas City,1,Cleveland,1,3,3,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Dee Gordon,MLB-NL,Miami,0,Washington,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Terrance Gore,MLB-AL,Kansas City,1,Cleveland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tuffy Gosewisch,MLB-NL,Arizona,1,San Diego,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Gosselin,MLB-NL,Arizona,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasmani Grandal,MLB-NL,Los Angeles,0,San Francisco,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Curtis Granderson,MLB-NL,New York,0,Atlanta,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Didi Gregorius,MLB-AL,New York,1,Tampa Bay,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Randal Grichuk,MLB-NL,St. Louis,1,Colorado,1,5,4,4,3,2,0,0,1,1,0,1,0,0,0,0,0,0
Robbie Grossman,MLB-AL,Minnesota,0,Detroit,1,4,3,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0
Robert Gsellman,MLB-NL,New York,0,Atlanta,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuli Gurriel,MLB-AL,Houston,1,Oakland,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Franklin Gutierrez,MLB-AL,Seattle,0,Toronto,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Brandon Guyer,MLB-AL,Cleveland,0,Kansas City,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Jedd Gyorko,MLB-NL,St. Louis,1,Colorado,1,5,4,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0
Mitch Haniger,MLB-NL,Arizona,1,San Diego,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alen Hanson,MLB-NL,Pittsburgh,1,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Hardy,MLB-AL,Baltimore,0,Boston,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Bryce Harper,MLB-NL,Washington,1,Miami,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jeremy Hazelbaker,MLB-NL,St. Louis,1,Colorado,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ryon Healy,MLB-AL,Oakland,0,Houston,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Adeiny Hechavarria,MLB-NL,Miami,0,Washington,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guillermo Heredia,MLB-AL,Seattle,0,Toronto,1,5,4,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
Cesar Hernandez,MLB-NL,Philadelphia,0,Chicago,1,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Enrique Hernandez,MLB-NL,Los Angeles,0,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gorkys Hernandez,MLB-NL,San Francisco,1,Los Angeles,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Hernandez,MLB-AL,Boston,1,Baltimore,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Teoscar Hernandez,MLB-AL,Houston,1,Oakland,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Odubel Herrera,MLB-NL,Philadelphia,0,Chicago,1,4,4,2,3,0,0,1,3,0,0,1,0,0,0,0,2,0
Jason Heyward,MLB-NL,Chicago,0,Cincinnati,1,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Aaron Hicks,MLB-AL,New York,1,Tampa Bay,1,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Rich Hill,MLB-NL,Los Angeles,0,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt,MLB-NL,Cincinnati,1,Chicago,1,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Eric Hosmer,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Iannetta,MLB-AL,Seattle,0,Toronto,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jose Iglesias,MLB-AL,Detroit,1,Minnesota,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Ender Inciarte,MLB-NL,Atlanta,1,New York,1,5,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Travis Jankowski,MLB-NL,San Diego,0,Arizona,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Jay,MLB-NL,San Diego,0,Arizona,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Adam Jones,MLB-AL,Baltimore,0,Boston,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JaCoby Jones,MLB-AL,Detroit,1,Minnesota,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Tommy Joseph,MLB-NL,Philadelphia,0,Chicago,1,4,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
Matthew Joyce,MLB-NL,Pittsburgh,1,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jung Ho Kang,MLB-NL,Pittsburgh,1,Milwaukee,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Ty Kelly,MLB-NL,New York,0,Atlanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Kemp,MLB-NL,Atlanta,1,New York,1,5,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
Tony Kemp,MLB-AL,Houston,1,Oakland,1,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Howie Kendrick,MLB-NL,Los Angeles,0,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Max Kepler,MLB-AL,Minnesota,0,Detroit,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kevin Kiermaier,MLB-AL,Tampa Bay,0,New York,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Hyun Soo Kim,MLB-AL,Baltimore,0,Boston,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Kipnis,MLB-AL,Cleveland,0,Kansas City,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Jake Lamb,MLB-NL,Arizona,1,San Diego,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dae-ho Lee,MLB-AL,Seattle,0,Toronto,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
DJ LeMahieu,MLB-NL,Colorado,0,St. Louis,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Sandy Leon,MLB-AL,Boston,1,Baltimore,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Jon Lester,MLB-NL,Chicago,0,Cincinnati,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Francisco Lindor,MLB-AL,Cleveland,0,Kansas City,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
James Loney,MLB-NL,New York,0,Atlanta,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Longoria,MLB-AL,Tampa Bay,0,New York,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Lucroy,MLB-AL,Texas,0,Los Angeles,1,4,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Manny Machado,MLB-AL,Baltimore,0,Boston,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mikie Mahtook,MLB-AL,Tampa Bay,0,New York,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Martin Maldonado,MLB-NL,Milwaukee,0,Pittsburgh,1,4,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0
Trey Mancini,MLB-AL,Baltimore,0,Boston,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Jake Marisnick,MLB-AL,Houston,1,Oakland,1,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Nick Markakis,MLB-NL,Atlanta,1,New York,1,4,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Jefry Marte,MLB-AL,Los Angeles,1,Texas,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketel Marte,MLB-AL,Seattle,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonys Martin,MLB-AL,Seattle,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Russell Martin,MLB-AL,Toronto,1,Seattle,1,5,4,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0
J.D. Martinez,MLB-AL,Detroit,1,Minnesota,1,5,3,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1
Bruce Maxwell,MLB-AL,Oakland,0,Houston,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cameron Maybin,MLB-AL,Detroit,1,Minnesota,1,5,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
Nomar Mazara,MLB-AL,Texas,0,Los Angeles,1,3,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0
James McCann,MLB-AL,Detroit,1,Minnesota,1,4,4,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0
Andrew McCutchen,MLB-NL,Pittsburgh,1,Milwaukee,1,5,5,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0
Jordy Mercer,MLB-NL,Pittsburgh,1,Milwaukee,1,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Whit Merrifield,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Brad Miller,MLB-AL,Tampa Bay,0,New York,1,4,4,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0
Yadier Molina,MLB-NL,St. Louis,1,Colorado,1,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Kendrys Morales,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Moreland,MLB-AL,Texas,0,Los Angeles,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Justin Morneau,MLB-AL,Chicago,1,Philadelphia,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brandon Moss,MLB-NL,St. Louis,1,Colorado,1,5,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0
Daniel Murphy,MLB-NL,Washington,1,Miami,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ryan Murphy,MLB-AL,Minnesota,0,Detroit,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wil Myers,MLB-NL,San Diego,0,Arizona,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Mike Napoli,MLB-AL,Cleveland,0,Kansas City,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tyler Naquin,MLB-AL,Cleveland,0,Kansas City,1,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Omar Narvaez,MLB-AL,Chicago,1,Philadelphia,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Derek Norris,MLB-NL,San Diego,0,Arizona,1,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Eduardo Nunez,MLB-NL,San Francisco,1,Los Angeles,1,5,5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1
Renato Nunez,MLB-AL,Oakland,0,Houston,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn O'Malley,MLB-AL,Seattle,0,Toronto,1,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0
Rougned Odor,MLB-AL,Texas,0,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Steven Okert,MLB-NL,San Francisco,1,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paulo Orlando,MLB-AL,Kansas City,1,Cleveland,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rafael Ortega,MLB-AL,Los Angeles,1,Texas,1,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
David Ortiz,MLB-AL,Boston,1,Baltimore,1,5,5,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0
Chris Owings,MLB-NL,Arizona,1,San Diego,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcell Ozuna,MLB-NL,Miami,0,Washington,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Angel Pagan,MLB-NL,San Francisco,1,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Panik,MLB-NL,San Francisco,1,Los Angeles,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jarrett Parker,MLB-NL,San Francisco,1,Los Angeles,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardo Parra,MLB-NL,Colorado,0,St. Louis,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Jordan Patterson,MLB-NL,Colorado,0,St. Louis,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joc Pederson,MLB-NL,Los Angeles,0,San Francisco,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Hunter Pence,MLB-NL,San Francisco,1,Los Angeles,1,4,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Cliff Pennington,MLB-AL,Los Angeles,1,Texas,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jhonny Peralta,MLB-NL,St. Louis,1,Colorado,1,5,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jose Peraza,MLB-NL,Cincinnati,1,Chicago,1,4,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Carlos Perez,MLB-AL,Los Angeles,1,Texas,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hernan Perez,MLB-NL,Milwaukee,0,Pittsburgh,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Roberto Perez,MLB-AL,Cleveland,0,Kansas City,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Salvador Perez,MLB-AL,Kansas City,1,Cleveland,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Jace Peterson,MLB-NL,Atlanta,1,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gregorio Petit,MLB-AL,Los Angeles,1,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tommy Pham,MLB-NL,St. Louis,1,Colorado,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Phillips,MLB-NL,Cincinnati,1,Chicago,1,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Pillar,MLB-AL,Toronto,1,Seattle,1,5,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0
Manny Pina,MLB-NL,Milwaukee,0,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Piscotty,MLB-NL,St. Louis,1,Colorado,1,5,4,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0
Kevin Plawecki,MLB-NL,New York,0,Atlanta,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Polanco,MLB-NL,Pittsburgh,1,Milwaukee,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jorge Polanco,MLB-AL,Minnesota,0,Detroit,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Buster Posey,MLB-NL,San Francisco,1,Los Angeles,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Prado,MLB-NL,Miami,0,Washington,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yasiel Puig,MLB-NL,Los Angeles,0,San Francisco,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Albert Pujols,MLB-AL,Los Angeles,1,Texas,1,5,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Roman Quinn,MLB-NL,Philadelphia,0,Chicago,1,5,4,2,2,0,0,0,2,1,0,0,0,0,0,0,1,0
Alexei Ramirez,MLB-AL,Tampa Bay,0,New York,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hanley Ramirez,MLB-AL,Boston,1,Baltimore,1,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jose Ramirez,MLB-AL,Cleveland,0,Kansas City,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Wilson Ramos,MLB-NL,Washington,1,Miami,1,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
J.T. Realmuto,MLB-NL,Miami,0,Washington,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Reddick,MLB-NL,Los Angeles,0,San Francisco,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Reed,MLB-NL,Milwaukee,0,Pittsburgh,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Nolan Reimold,MLB-AL,Baltimore,0,Boston,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tony Renda,MLB-NL,Cincinnati,1,Chicago,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Rendon,MLB-NL,Washington,1,Miami,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ben Revere,MLB-NL,Washington,1,Miami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Reyes,MLB-NL,New York,0,Atlanta,1,5,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
T.J. Rivera,MLB-NL,New York,0,Atlanta,1,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Anthony Rizzo,MLB-NL,Chicago,0,Cincinnati,1,5,5,0,2,0,0,0,3,0,0,1,0,0,0,1,0,1
Tanner Roark,MLB-NL,Washington,1,Miami,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clint Robinson,MLB-NL,Washington,1,Miami,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shane Robinson,MLB-AL,Los Angeles,1,Texas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sean Rodriguez,MLB-NL,Pittsburgh,1,Milwaukee,1,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
Andrew Romine,MLB-AL,Detroit,1,Minnesota,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Adam Rosales,MLB-NL,San Diego,0,Arizona,1,4,2,1,1,0,0,1,4,0,0,1,0,0,2,0,0,0
David Ross,MLB-NL,Chicago,0,Cincinnati,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Rua,MLB-AL,Texas,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Rupp,MLB-NL,Philadelphia,0,Chicago,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Addison Russell,MLB-NL,Chicago,0,Cincinnati,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tyler Saladino,MLB-AL,Chicago,1,Philadelphia,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jarrod Saltalamacchia,MLB-AL,Detroit,1,Minnesota,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Gary Sanchez,MLB-AL,New York,1,Tampa Bay,1,5,3,1,1,0,0,1,3,2,0,1,0,0,0,0,0,0
Carlos Santana,MLB-AL,Cleveland,0,Kansas City,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Domingo Santana,MLB-NL,Milwaukee,0,Pittsburgh,1,4,3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
Luis Sardinas,MLB-NL,San Diego,0,Arizona,1,3,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Michael Saunders,MLB-AL,Toronto,1,Seattle,1,5,4,1,1,0,0,1,2,1,0,2,0,0,0,0,0,0
Scott Schebler,MLB-NL,Cincinnati,1,Chicago,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Ryan Schimpf,MLB-NL,San Diego,0,Arizona,1,4,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Jonathan Schoop,MLB-AL,Baltimore,0,Boston,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Corey Seager,MLB-NL,Los Angeles,0,San Francisco,1,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Seager,MLB-AL,Seattle,0,Toronto,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rob Segedin,MLB-NL,Los Angeles,0,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jean Segura,MLB-NL,Arizona,1,San Diego,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Steve Selsky,MLB-NL,Cincinnati,1,Chicago,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Semien,MLB-AL,Oakland,0,Houston,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Richie Shaffer,MLB-AL,Tampa Bay,0,New York,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Travis Shaw,MLB-AL,Boston,1,Baltimore,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Shields,MLB-AL,Chicago,1,Philadelphia,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JB Shuck,MLB-AL,Chicago,1,Philadelphia,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrelton Simmons,MLB-AL,Los Angeles,1,Texas,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Josh Smith,MLB-NL,Cincinnati,1,Chicago,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallex Smith,MLB-NL,Atlanta,1,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Smolinski,MLB-AL,Oakland,0,Houston,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Donovan Solano,MLB-AL,New York,1,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Springer,MLB-AL,Houston,1,Oakland,1,5,5,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0
Giancarlo Stanton,MLB-NL,Miami,0,Washington,1,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Eugenio Suarez,MLB-NL,Cincinnati,1,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Suzuki,MLB-AL,Minnesota,0,Detroit,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dansby Swanson,MLB-NL,Atlanta,1,New York,1,4,4,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Raimel Tapia,MLB-NL,Colorado,0,St. Louis,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Michael A. Taylor,MLB-NL,Washington,1,Miami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Teheran,MLB-NL,Atlanta,1,New York,1,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Mark Teixeira,MLB-AL,New York,1,Tampa Bay,1,5,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
Jake Thompson,MLB-NL,Philadelphia,0,Chicago,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Toles,MLB-NL,Los Angeles,0,San Francisco,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Yasmany Tomas,MLB-NL,Arizona,1,San Diego,1,4,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
Ronald Torreyes,MLB-AL,New York,1,Tampa Bay,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Devon Travis,MLB-AL,Toronto,1,Seattle,1,5,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Mike Trout,MLB-AL,Los Angeles,1,Texas,1,5,2,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0
